Mod:Item:MetaData, Localized Name, Unlocalized Name, Is Air?, Class Name
TConstruct:GlassPaneClearStained:14, Red Stained Pane, block.stainedglass.red.pane, true, net.minecraft.item.ItemStack
TConstruct:GlassPaneClearStained:15, Black Stained Pane, block.stainedglass.black.pane, true, net.minecraft.item.ItemStack
TConstruct:Redstone.Landmine:0, Landmine, tile.landmine, true, net.minecraft.item.ItemStack
TConstruct:Redstone.Landmine:1, Landmine, tile.landmine, true, net.minecraft.item.ItemStack
TConstruct:Redstone.Landmine:2, Landmine, tile.landmine, true, net.minecraft.item.ItemStack
TConstruct:Redstone.Landmine:3, Landmine, tile.landmine, true, net.minecraft.item.ItemStack
TConstruct:Armor.DryingRack, Drying Rack, tile.Armor.DryingRack, true, net.minecraft.item.ItemBlock
Natura:soil.tainted, Tainted Soil, tile.TaintedSoil, true, net.minecraft.item.ItemBlock
Natura:heatsand, Heat Sand, tile.HeatSand, true, net.minecraft.item.ItemBlock
Natura:NetherFurnace, Nether Furnace, tile.furnace.netherrack, true, net.minecraft.item.ItemBlock
Natura:Obelisk, Obelisk, tile.nether.obelisk, true, net.minecraft.item.ItemBlock
Natura:NetherGlass:0, Soul Glass, tile.glass.soul, true, net.minecraft.item.ItemStack
Natura:NetherGlass:1, Heat Glass, tile.glass.heat, true, net.minecraft.item.ItemStack
Natura:BrailPowered, Powered Blaze Rail, tile.blazerail.powered, true, net.minecraft.item.ItemBlock
Natura:BrailDetector, Detector Blaze Rail, tile.blazerail.detector, true, net.minecraft.item.ItemBlock
Natura:Blazerail, Blaze Rail, tile.blazerail, true, net.minecraft.item.ItemBlock
Natura:BrailActivator, Activator Blaze Rail, tile.blazerail.activator, true, net.minecraft.item.ItemBlock
Natura:NetherHopper, Hopper, tile.nether.hopper, true, net.minecraft.item.ItemBlock
Natura:NetherPressurePlate, Pressure Plate, tile.pressurePlate, true, net.minecraft.item.ItemBlock
Natura:NetherButton, Button, tile.button, true, net.minecraft.item.ItemBlock
Natura:NetherLever, Lever, tile.lever, true, net.minecraft.item.ItemBlock
Natura:Thornvines, Thornvines, tile.Thornvines, true, net.minecraft.item.ItemBlock
Natura:Glowshroom:0, Green Glowshroom, block.glowshroom.green, true, net.minecraft.item.ItemStack
Natura:Glowshroom:1, Purple Glowshroom, block.glowshroom.purple, true, net.minecraft.item.ItemStack
Natura:Glowshroom:2, Blue Glowshroom, block.glowshroom.blue, true, net.minecraft.item.ItemStack
Natura:greenGlowshroom, Green Glowshroom, tile.greenGlowshroom, true, net.minecraft.item.ItemBlock
Natura:purpleGlowshroom, Purple Glowshroom, tile.purpleGlowshroom, true, net.minecraft.item.ItemBlock
Natura:blueGlowshroom, Blue Glowshroom, tile.blueGlowshroom, true, net.minecraft.item.ItemBlock
Natura:NetherBerryBush:12, Blightberry Bush, block.bush.berry.blight, true, net.minecraft.item.ItemStack
Natura:NetherBerryBush:13, Duskberry Bush, block.bush.berry.dusk, true, net.minecraft.item.ItemStack
Natura:NetherBerryBush:14, Skyberry Bush, block.bush.berry.sky, true, net.minecraft.item.ItemStack
Natura:NetherBerryBush:15, Stingberry Bush, block.bush.berry.sting, true, net.minecraft.item.ItemStack
Natura:BerryBush:12, Raspberry Bush, block.rasp.berryBush, true, net.minecraft.item.ItemStack
Natura:BerryBush:13, Blueberry Bush, block.blue.berryBush, true, net.minecraft.item.ItemStack
Natura:BerryBush:14, Blackberry Bush, block.black.berryBush, true, net.minecraft.item.ItemStack
Natura:BerryBush:15, Maloberry Bush, block.geo.berryBush, true, net.minecraft.item.ItemStack
Natura:N Crops, Crops, tile.natura.crops, true, net.minecraft.item.ItemBlock
Natura:Saguaro:0, Saguaro Cactus, tile.saguaro.block, true, net.minecraft.item.ItemStack
Natura:Bluebells, Bluebells, tile.bluebells, true, net.minecraft.item.ItemBlock
Natura:GrassBlock:0, Topiary Grass, block.soil.grass, true, net.minecraft.item.ItemStack
Natura:GrassBlock:1, Bluegrass, block.soil.bluegrass, true, net.minecraft.item.ItemStack
Natura:GrassBlock:2, Autumnal Grass, block.soil.autumngrass, true, net.minecraft.item.ItemStack
Natura:GrassSlab:0, Topiary Grass Slab, block.soil.grass.slab, true, net.minecraft.item.ItemStack
Natura:GrassSlab:1, Bluegrass Slab, block.soil.bluegrass.slab, true, net.minecraft.item.ItemStack
Natura:GrassSlab:2, Autumnal Grass Slab, block.soil.autumngrass.slab, true, net.minecraft.item.ItemStack
Natura:Cloud:0, Cloud, block.normal.cloud, true, net.minecraft.item.ItemStack
Natura:Cloud:1, Dark Cloud, block.dark.cloud, true, net.minecraft.item.ItemStack
Natura:Cloud:2, Ash Cloud, block.ash.cloud, true, net.minecraft.item.ItemStack
Natura:Cloud:3, Sulfur Cloud, block.sulfur.cloud, true, net.minecraft.item.ItemStack
Natura:Rare Sapling:0, Maple Sapling, block.sapling.maple, true, net.minecraft.item.ItemStack
Natura:Rare Sapling:1, Silverbell Sapling, block.sapling.silverbell, true, net.minecraft.item.ItemStack
Natura:Rare Sapling:2, Amaranth Sapling, block.sapling.purpleheart, true, net.minecraft.item.ItemStack
Natura:Rare Sapling:3, Tigerwood Sapling, block.sapling.tiger, true, net.minecraft.item.ItemStack
Natura:Rare Sapling:4, Willow Sapling, block.sapling.willow, true, net.minecraft.item.ItemStack
Natura:florasapling:0, Redwood Sapling, block.sapling.redwood, true, net.minecraft.item.ItemStack
Natura:florasapling:1, Eucalyptus Sapling, block.sapling.eucalyptus, true, net.minecraft.item.ItemStack
Natura:florasapling:2, Hopseed Sapling, block.sapling.bush, true, net.minecraft.item.ItemStack
Natura:florasapling:3, Sakura Sapling, block.sapling.sakura, true, net.minecraft.item.ItemStack
Natura:florasapling:4, Ghostwood Sapling, block.sapling.ghost, true, net.minecraft.item.ItemStack
Natura:florasapling:5, Blood Sapling, block.sapling.blood, true, net.minecraft.item.ItemStack
Natura:florasapling:6, Darkwood Sapling, block.sapling.darkwood, true, net.minecraft.item.ItemStack
Natura:florasapling:7, Fusewood Sapling, block.sapling.fusewood, true, net.minecraft.item.ItemStack
Natura:tree:0, Eucalyptus Wood, block.eucalyptus.log, true, net.minecraft.item.ItemStack
Natura:tree:1, Sakura Wood, block.sakura.log, true, net.minecraft.item.ItemStack
Natura:tree:2, Ghostwood, block.ghost.log, true, net.minecraft.item.ItemStack
Natura:tree:3, Hopseed Wood, block.hopseed.log, true, net.minecraft.item.ItemStack
Natura:redwood:0, Redwood Bark, block.bark.redwood, true, net.minecraft.item.ItemStack
Natura:redwood:1, Redwood, block.heart.redwood, true, net.minecraft.item.ItemStack
Natura:redwood:2, Redwood Root, block.root.redwood, true, net.minecraft.item.ItemStack
Natura:willow:0, Willow Wood, block.log.willow, true, net.minecraft.item.ItemStack
Natura:bloodwood:0, Bloodwood, tile.bloodwood, true, net.minecraft.item.ItemStack
Natura:bloodwood:15, Bloodwood, tile.bloodwood, true, net.minecraft.item.ItemStack
Natura:Rare Tree:0, Maple Wood, block.log.maple, true, net.minecraft.item.ItemStack
Natura:Rare Tree:1, Silverbell Wood, block.log.silverbell, true, net.minecraft.item.ItemStack
Natura:Rare Tree:2, Amaranth Wood, block.log.purpleheart, true, net.minecraft.item.ItemStack
Natura:Rare Tree:3, Tiger Wood, block.log.tiger, true, net.minecraft.item.ItemStack
Natura:Dark Tree:0, Darkwood, block.log.darkwood, true, net.minecraft.item.ItemStack
Natura:Dark Tree:1, Fusewood, block.log.fusewood, true, net.minecraft.item.ItemStack
Natura:floraleaves:0, Redwood Leaves, block.redwood.NLeaves, true, net.minecraft.item.ItemStack
Natura:floraleaves:1, Eucalyptus Leaves, block.eucalyptus.NLeaves, true, net.minecraft.item.ItemStack
Natura:floraleaves:2, Hopseed Leaves, block.bush.NLeaves, true, net.minecraft.item.ItemStack
Natura:floraleavesnocolor:0, Sakura Leaves, block.leaves.sakura, true, net.minecraft.item.ItemStack
Natura:floraleavesnocolor:1, Ghostwood Leaves, block.leaves.ghost, true, net.minecraft.item.ItemStack
Natura:floraleavesnocolor:2, Bloodleaves, block.leaves.blood, true, net.minecraft.item.ItemStack
Natura:floraleavesnocolor:3, Willow Leaves, block.leaves.willow, true, net.minecraft.item.ItemStack
Natura:Rare Leaves:0, Maple Leaves, block.leaves.maple, true, net.minecraft.item.ItemStack
Natura:Rare Leaves:1, Silverbell Leaves, block.leaves.silverbell, true, net.minecraft.item.ItemStack
Natura:Rare Leaves:2, Amaranth Leaves, block.leaves.purpleheart, true, net.minecraft.item.ItemStack
Natura:Rare Leaves:3, Tiger Leaves, block.leaves.tiger, true, net.minecraft.item.ItemStack
Natura:Dark Leaves:0, Darkwood Leaves, block.leaves.darkwood, true, net.minecraft.item.ItemStack
Natura:Dark Leaves:1, Darkwood Leaves, block.leaves.darkwood.flowering, true, net.minecraft.item.ItemStack
Natura:Dark Leaves:2, Darkwood Leaves, block.leaves.darkwood.fruit, true, net.minecraft.item.ItemStack
Natura:Dark Leaves:3, Fusewood Leaves, block.leaves.fusewood, true, net.minecraft.item.ItemStack
Natura:planks:0, Eucalyptus Planks, block.eucalyptus.NPlanks, true, net.minecraft.item.ItemStack
Natura:planks:1, Sakura Planks, block.sakura.NPlanks, true, net.minecraft.item.ItemStack
Natura:planks:2, Ghostwood Planks, block.ghost.NPlanks, true, net.minecraft.item.ItemStack
Natura:planks:3, Redwood Planks, block.redwood.NPlanks, true, net.minecraft.item.ItemStack
Natura:planks:4, Bloodwood Planks, block.blood.NPlanks, true, net.minecraft.item.ItemStack
Natura:planks:5, Hopseed Planks, block.bush.NPlanks, true, net.minecraft.item.ItemStack
Natura:planks:6, Maple Planks, block.maple.NPlanks, true, net.minecraft.item.ItemStack
Natura:planks:7, Silverbell Planks, block.silverbell.NPlanks, true, net.minecraft.item.ItemStack
Natura:planks:8, Amaranth Planks, block.purpleheart.NPlanks, true, net.minecraft.item.ItemStack
Natura:planks:9, Tigerwood Planks, block.tiger.NPlanks, true, net.minecraft.item.ItemStack
Natura:planks:10, Willow Planks, block.willow.NPlanks, true, net.minecraft.item.ItemStack
Natura:planks:11, Darkwood Planks, block.darkwood.NPlanks, true, net.minecraft.item.ItemStack
Natura:planks:12, Fusewood Planks, block.fusewood.NPlanks, true, net.minecraft.item.ItemStack
Natura:Natura.workbench:0, Crafting Table, tile.workbench, true, net.minecraft.item.ItemStack
Natura:Natura.workbench:1, Crafting Table, tile.workbench, true, net.minecraft.item.ItemStack
Natura:Natura.workbench:2, Crafting Table, tile.workbench, true, net.minecraft.item.ItemStack
Natura:Natura.workbench:3, Crafting Table, tile.workbench, true, net.minecraft.item.ItemStack
Natura:Natura.workbench:4, Crafting Table, tile.workbench, true, net.minecraft.item.ItemStack
Natura:Natura.workbench:5, Crafting Table, tile.workbench, true, net.minecraft.item.ItemStack
Natura:Natura.workbench:6, Crafting Table, tile.workbench, true, net.minecraft.item.ItemStack
Natura:Natura.workbench:7, Crafting Table, tile.workbench, true, net.minecraft.item.ItemStack
Natura:Natura.workbench:8, Crafting Table, tile.workbench, true, net.minecraft.item.ItemStack
Natura:Natura.workbench:9, Crafting Table, tile.workbench, true, net.minecraft.item.ItemStack
Natura:Natura.workbench:10, Crafting Table, tile.workbench, true, net.minecraft.item.ItemStack
Natura:Natura.workbench:11, Crafting Table, tile.workbench, true, net.minecraft.item.ItemStack
Natura:Natura.workbench:12, Crafting Table, tile.workbench, true, net.minecraft.item.ItemStack
Natura:Natura.bookshelf:0, Bookshelf, tile.bookshelf, true, net.minecraft.item.ItemStack
Natura:Natura.bookshelf:1, Bookshelf, tile.bookshelf, true, net.minecraft.item.ItemStack
Natura:Natura.bookshelf:2, Bookshelf, tile.bookshelf, true, net.minecraft.item.ItemStack
Natura:Natura.bookshelf:3, Bookshelf, tile.bookshelf, true, net.minecraft.item.ItemStack
Natura:Natura.bookshelf:4, Bookshelf, tile.bookshelf, true, net.minecraft.item.ItemStack
Natura:Natura.bookshelf:5, Bookshelf, tile.bookshelf, true, net.minecraft.item.ItemStack
Natura:Natura.bookshelf:6, Bookshelf, tile.bookshelf, true, net.minecraft.item.ItemStack
Natura:Natura.bookshelf:7, Bookshelf, tile.bookshelf, true, net.minecraft.item.ItemStack
Natura:Natura.bookshelf:8, Bookshelf, tile.bookshelf, true, net.minecraft.item.ItemStack
Natura:Natura.bookshelf:9, Bookshelf, tile.bookshelf, true, net.minecraft.item.ItemStack
Natura:Natura.bookshelf:10, Bookshelf, tile.bookshelf, true, net.minecraft.item.ItemStack
Natura:Natura.bookshelf:11, Bookshelf, tile.bookshelf, true, net.minecraft.item.ItemStack
Natura:Natura.bookshelf:12, Bookshelf, tile.bookshelf, true, net.minecraft.item.ItemStack
Natura:stair.eucalyptus, Eucalyptus Stairs, tile.stair.eucalyptus, true, net.minecraft.item.ItemBlock
Natura:stair.sakura, Sakura Stairs, tile.stair.sakura, true, net.minecraft.item.ItemBlock
Natura:stair.ghostwood, Ghostwood Stairs, tile.stair.ghostwood, true, net.minecraft.item.ItemBlock
Natura:stair.redwood, Redwood Stairs, tile.stair.redwood, true, net.minecraft.item.ItemBlock
Natura:stair.bloodwood, Blood Stairs, tile.stair.bloodwood, true, net.minecraft.item.ItemBlock
Natura:stair.hopseed, Hopseed Stairs, tile.stair.hopseed, true, net.minecraft.item.ItemBlock
Natura:stair.maple, Maple Stairs, tile.stair.maple, true, net.minecraft.item.ItemBlock
Natura:stair.silverbell, Silverbell Stairs, tile.stair.silverbell, true, net.minecraft.item.ItemBlock
Natura:stair.amaranth, Amaranth Stairs, tile.stair.amaranth, true, net.minecraft.item.ItemBlock
Natura:stair.tiger, Tigerwood Stairs, tile.stair.tiger, true, net.minecraft.item.ItemBlock
Natura:stair.willow, Willow Stairs, tile.stair.willow, true, net.minecraft.item.ItemBlock
Natura:stair.darkwood, Darkwood Stairs, tile.stair.darkwood, true, net.minecraft.item.ItemBlock
Natura:stair.fusewood, Fusewood Stairs, tile.stair.fusewood, true, net.minecraft.item.ItemBlock
Natura:plankSlab1:0, Eucalyptus Slab, block.wood.eucalyptus.slab, true, net.minecraft.item.ItemStack
Natura:plankSlab1:1, Sakura Slab, block.wood.sakura.slab, true, net.minecraft.item.ItemStack
Natura:plankSlab1:2, Ghostwood Slab, block.wood.ghost.slab, true, net.minecraft.item.ItemStack
Natura:plankSlab1:3, Redwood Slab, block.wood.redwood.slab, true, net.minecraft.item.ItemStack
Natura:plankSlab1:4, Blood Slab, block.wood.blood.slab, true, net.minecraft.item.ItemStack
Natura:plankSlab1:5, Hopseed Slab, block.wood.bush.slab, true, net.minecraft.item.ItemStack
Natura:plankSlab1:6, Maple Slab, block.wood.maple.slab, true, net.minecraft.item.ItemStack
Natura:plankSlab1:7, Silverbell Slab, block.wood.silverbell.slab, true, net.minecraft.item.ItemStack
Natura:plankSlab2:0, Amaranth Slab, block.wood.purpleheart.slab, true, net.minecraft.item.ItemStack
Natura:plankSlab2:1, Tigerwood Slab, block.wood.tiger.slab, true, net.minecraft.item.ItemStack
Natura:plankSlab2:2, Willow Slab, block.wood.willow.slab, true, net.minecraft.item.ItemStack
Natura:plankSlab2:3, Darkwood Slab, block.wood.darkwood.slab, true, net.minecraft.item.ItemStack
Natura:plankSlab2:4, Fusewood Slab, block.wood.fusewood.slab, true, net.minecraft.item.ItemStack
Natura:trapdoor.eucalyptus, Eucalyptus Trapdoor, tile.trapdoor.eucalyptus, true, net.minecraft.item.ItemBlock
Natura:trapdoor.sakura, Sakura Trapdoor, tile.trapdoor.sakura, true, net.minecraft.item.ItemBlock
Natura:trapdoor.ghostwood, Ghostwood Trapdoor, tile.trapdoor.ghostwood, true, net.minecraft.item.ItemBlock
Natura:trapdoor.redwood, Redwood Trapdoor, tile.trapdoor.redwood, true, net.minecraft.item.ItemBlock
Natura:trapdoor.bloodwood, Blood Trapdoor, tile.trapdoor.bloodwood, true, net.minecraft.item.ItemBlock
Natura:trapdoor.hopseed, Hopseed Trapdoor, tile.trapdoor.hopseed, true, net.minecraft.item.ItemBlock
Natura:trapdoor.maple, Maple Trapdoor, tile.trapdoor.maple, true, net.minecraft.item.ItemBlock
Natura:trapdoor.amaranth, Amaranth Trapdoor, tile.trapdoor.amaranth, true, net.minecraft.item.ItemBlock
Natura:trapdoor.silverbell, Silverbell Trapdoor, tile.trapdoor.silverbell, true, net.minecraft.item.ItemBlock
Natura:trapdoor.tiger, Tigerwood Trapdoor, tile.trapdoor.tiger, true, net.minecraft.item.ItemBlock
Natura:trapdoor.willow, Willow Trapdoor, tile.trapdoor.willow, true, net.minecraft.item.ItemBlock
Natura:trapdoor.darkwood, Darkwood Trapdoor, tile.trapdoor.darkwood, true, net.minecraft.item.ItemBlock
Natura:trapdoor.fusewood, Fusewood Trapdoor, tile.trapdoor.fusewood, true, net.minecraft.item.ItemBlock
Natura:Natura.fence:0, Eucalyptus Fence, tile.fence.eucalyptus, true, net.minecraft.item.ItemStack
Natura:Natura.fence:1, Sakura Fence, tile.fence.sakura, true, net.minecraft.item.ItemStack
Natura:Natura.fence:2, Ghostwood Fence, tile.fence.ghostwood, true, net.minecraft.item.ItemStack
Natura:Natura.fence:3, Redwood Fence, tile.fence.redwood, true, net.minecraft.item.ItemStack
Natura:Natura.fence:4, Blood Fence, tile.fence.bloodwood, true, net.minecraft.item.ItemStack
Natura:Natura.fence:5, Hopseed Fence, tile.fence.hopseed, true, net.minecraft.item.ItemStack
Natura:Natura.fence:6, Maple Fence, tile.fence.maple, true, net.minecraft.item.ItemStack
Natura:Natura.fence:7, Silverbell Fence, tile.fence.silverbell, true, net.minecraft.item.ItemStack
Natura:Natura.fence:8, Amaranth Fence, tile.fence.purpleheart, true, net.minecraft.item.ItemStack
Natura:Natura.fence:9, Tigerwood Fence, tile.fence.tiger, true, net.minecraft.item.ItemStack
Natura:Natura.fence:10, Willow Fence, tile.fence.willow, true, net.minecraft.item.ItemStack
Natura:Natura.fence:11, Darkwood Fence, tile.fence.darkwood, true, net.minecraft.item.ItemStack
Natura:Natura.fence:12, Fusewood Fence, tile.fence.fusewood, true, net.minecraft.item.ItemStack
Natura:fenceGate.eucalyptus, Eucalyptus Fence Gate, tile.fenceGate.eucalyptus, true, net.minecraft.item.ItemBlock
Natura:fenceGate.sakura, Sakura Fence Gate, tile.fenceGate.sakura, true, net.minecraft.item.ItemBlock
Natura:fenceGate.ghostwood, Ghostwood Fence Gate, tile.fenceGate.ghostwood, true, net.minecraft.item.ItemBlock
Natura:fenceGate.redwood, Redwood Fence Gate, tile.fenceGate.redwood, true, net.minecraft.item.ItemBlock
Natura:fenceGate.bloodwood, Blood Fence Gate, tile.fenceGate.bloodwood, true, net.minecraft.item.ItemBlock
Natura:fenceGate.hopseed, Hopseed Fence Gate, tile.fenceGate.hopseed, true, net.minecraft.item.ItemBlock
Natura:fenceGate.maple, Maple Fence Gate, tile.fenceGate.maple, true, net.minecraft.item.ItemBlock
Natura:fenceGate.amaranth, Amaranth Fence Gate, tile.fenceGate.amaranth, true, net.minecraft.item.ItemBlock
Natura:fenceGate.silverbell, Silverbell Fence Gate, tile.fenceGate.silverbell, true, net.minecraft.item.ItemBlock
Natura:fenceGate.tiger, Tigerwood Fence Gate, tile.fenceGate.tiger, true, net.minecraft.item.ItemBlock
Natura:fenceGate.willow, Willow Fence Gate, tile.fenceGate.willow, true, net.minecraft.item.ItemBlock
Natura:fenceGate.darkwood, Darkwood Fence Gate, tile.fenceGate.darkwood, true, net.minecraft.item.ItemBlock
Natura:fenceGate.fusewood, Fusewood Fence Gate, tile.fenceGate.fusewood, true, net.minecraft.item.ItemBlock
Natura:pressureplate.eucalyptus, Eucalyptus Pressure Plate, tile.pressureplate.eucalyptus, true, net.minecraft.item.ItemBlock
Natura:pressureplate.sakura, Sakura Pressure Plate, tile.pressureplate.sakura, true, net.minecraft.item.ItemBlock
Natura:pressureplate.ghostwood, Ghostwood Pressure Plate, tile.pressureplate.ghostwood, true, net.minecraft.item.ItemBlock
Natura:pressureplate.redwood, Redwood Pressure Plate, tile.pressureplate.redwood, true, net.minecraft.item.ItemBlock
Natura:pressureplate.bloodwood, Blood Pressure Plate, tile.pressureplate.bloodwood, true, net.minecraft.item.ItemBlock
Natura:pressureplate.hopseed, Hopseed Pressure Plate, tile.pressureplate.hopseed, true, net.minecraft.item.ItemBlock
Natura:pressureplate.maple, Maple Pressure Plate, tile.pressureplate.maple, true, net.minecraft.item.ItemBlock
Natura:pressureplate.amaranth, Amaranth Pressure Plate, tile.pressureplate.amaranth, true, net.minecraft.item.ItemBlock
Natura:pressureplate.silverbell, Silverbell Pressure Plate, tile.pressureplate.silverbell, true, net.minecraft.item.ItemBlock
Natura:pressureplate.tiger, Tigerwood Pressure Plate, tile.pressureplate.tiger, true, net.minecraft.item.ItemBlock
Natura:pressureplate.willow, Willow Pressure Plate, tile.pressureplate.willow, true, net.minecraft.item.ItemBlock
Natura:pressureplate.darkwood, Darkwood Pressure Plate, tile.pressureplate.darkwood, true, net.minecraft.item.ItemBlock
Natura:pressureplate.fusewood, Fusewood Pressure Plate, tile.pressureplate.fusewood, true, net.minecraft.item.ItemBlock
Natura:button.eucalyptus, Eucalyptus Button, tile.button.eucalyptus, true, net.minecraft.item.ItemBlock
Natura:button.sakura, Sakura Button, tile.button.sakura, true, net.minecraft.item.ItemBlock
Natura:button.ghostwood, Ghostwood Button, tile.button.ghostwood, true, net.minecraft.item.ItemBlock
Natura:button.redwood, Redwood Button, tile.button.redwood, true, net.minecraft.item.ItemBlock
Natura:button.bloodwood, Blood Button, tile.button.bloodwood, true, net.minecraft.item.ItemBlock
Natura:button.hopseed, Hopseed Button, tile.button.hopseed, true, net.minecraft.item.ItemBlock
Natura:button.maple, Maple Button, tile.button.maple, true, net.minecraft.item.ItemBlock
Natura:button.amaranth, Amaranth Button, tile.button.amaranth, true, net.minecraft.item.ItemBlock
Natura:button.silverbell, Silverbell Button, tile.button.silverbell, true, net.minecraft.item.ItemBlock
Natura:button.tiger, Tigerwood Button, tile.button.tiger, true, net.minecraft.item.ItemBlock
Natura:button.willow, Willow Button, tile.button.willow, true, net.minecraft.item.ItemBlock
Natura:button.darkwood, Darkwood Button, tile.button.darkwood, true, net.minecraft.item.ItemBlock
Natura:button.fusewood, Fusewood Button, tile.button.fusewood, true, net.minecraft.item.ItemBlock
Natura:door.redwood, Redwood Door, tile.door.redwood, true, net.minecraft.item.ItemBlock
Natura:door.eucalyptus, Eucalyptus Door, tile.door.eucalyptus, true, net.minecraft.item.ItemBlock
Natura:door.hopseed, Hopseed Door, tile.door.hopseed, true, net.minecraft.item.ItemBlock
Natura:door.sakura, Sakura Door, tile.door.sakura, true, net.minecraft.item.ItemBlock
Natura:door.ghostwood, Ghostwood Door, tile.door.ghostwood, true, net.minecraft.item.ItemBlock
Natura:door.bloodwood, Bloodwood Door, tile.door.bloodwood, true, net.minecraft.item.ItemBlock
Natura:door.redwoodbark, Redwood Bark Door, tile.door.redwoodbark, true, net.minecraft.item.ItemBlock
BiblioWoodsNatura:BiblioWoodBookcase:0, Bloodwood Bookcase, BloodwoodBookcase, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodBookcase:1, Darkwood Bookcase, DarkwoodBookcase, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodBookcase:2, Eucalyptus Bookcase, EucalyptusBookcase, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodBookcase:3, Fusewood Bookcase, FusewoodBookcase, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodBookcase:4, Ghostwood Bookcase, GhostwoodBookcase, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodBookcase:5, Hopseed Bookcase, HopseedBookcase, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodBookcase:6, Maple Bookcase, MapleBookcase, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodBookcase:7, Amaranth Bookcase, PurpleheartBookcase, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodBookcase:8, Redwood Bookcase, RedwoodBookcase, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodBookcase:9, Silverbell Bookcase, SilverbellBookcase, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodBookcase:10, Sakura Bookcase, SakuraBookcase, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodBookcase:11, Tiger Bookcase, TigerBookcase, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodBookcase:12, Willow Bookcase, WillowBookcase, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodpotshelf:0, Bloodwood Potion Shelf, BloodwoodPotionShelf, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodpotshelf:1, Darkwood Potion Shelf, DarkwoodPotionShelf, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodpotshelf:2, Eucalyptus Potion Shelf, EucalyptusPotionShelf, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodpotshelf:3, Fusewood Potion Shelf, FusewoodPotionShelf, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodpotshelf:4, Ghostwood Potion Shelf, GhostwoodPotionShelf, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodpotshelf:5, Hopseed Potion Shelf, HopseedPotionShelf, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodpotshelf:6, Maple Potion Shelf, MaplePotionShelf, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodpotshelf:7, Amaranth Potion Shelf, PurpleheartPotionShelf, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodpotshelf:8, Redwood Potion Shelf, RedwoodPotionShelf, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodpotshelf:9, Silverbell Potion Shelf, SilverbellPotionShelf, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodpotshelf:10, Sakura Potion Shelf, SakuraPotionShelf, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodpotshelf:11, Tiger Potion Shelf, TigerPotionShelf, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodpotshelf:12, Willow Potion Shelf, WillowPotionShelf, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodshelf:0, Bloodwood Shelf, BloodwoodShelf, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodshelf:1, Darkwood Shelf, DarkwoodShelf, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodshelf:2, Eucalyptus Shelf, EucalyptusShelf, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodshelf:3, Fusewood Shelf, FusewoodShelf, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodshelf:4, Ghostwood Shelf, GhostwoodShelf, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodshelf:5, Hopseed Shelf, HopseedShelf, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodshelf:6, Maple Shelf, MapleShelf, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodshelf:7, Amaranth Shelf, PurpleheartShelf, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodshelf:8, Redwood Shelf, RedwoodShelf, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodshelf:9, Silverbell Shelf, SilverbellShelf, true, net.minecraft.item.ItemStack
BiblioWoodsNatura:BiblioWoodshelf:10, Sakura Shelf, SakuraShelf, true, net.minecraft.item.ItemStack
